y_tot,edad,grado_esc,hora_delito_12_6,hora_delito_12_18,hora_delito_18_24,lugar_delito_otro,lugar_delito_calle,lugar_delito_negocio_est,lugar_delito_carretera,lugar_delito_transporte_pub,lugar_delito_trabajo,lugar_delito_lug_publico,si_vic_acompanada,si_delinc_desconocidos,no_delinc_desconocidos,si_delinc_con_vista,si_delinc_con_pocotrat,si_delinc_con_cercano,si_delinc_familiares,si_no_sabe,si_arma,si_violencia_fisica,si_acudio_mp,tiempo_viv_6_12,tiempo_viv_mas_12,seguro_en_casa_seguro,seguro_en_trabajo,seguro_en_calle,seguro_transp_pub,na_seguro_transp_pub,conf_vecinos_mucha,conf_vecinos_nada,conf_vecinos_alguna,conf_companeros_mucho,conf_companeros_nada,conf_companeros_alguna,conf_familiares_mucha,conf_familiares_nada,conf_familiares_alguna,conf_amigos_mucha,conf_amigos_nada,conf_amigos_alguna,TDPAREN_1_jefe, TDPAREN_4_padre,TDPAREN_6_sin_parentesco,TDPAREN_2_esposo,TDPAREN_5_otro
1,0.014942252,0.005172318,0,0.000574702,0,0,0,0,0,0,0,0,0.000574702,0,0.000574702,0,0,0,0.000574702,0,0,0,0,0,0.000574702,0.000574702,0,0,0,0,0,0,0.000574702,0,0.000574702,0,0.000574702,0,0,0,0,0.000574702,0,0,0,0,0.000574702
1,0.005939823,0.001319961,0,0,0.000219993,0,0.000219993,0,0,0,0,0,0,0,0.000219993,0.000219993,0,0,0,0,0,0,0,0,0.000219993,0,0.000219993,0,0,0,0,0.000219993,0,0,0,0.000219993,0.000219993,0,0,0,0,0,0,0,0,0,0.000219993
1,0.006021394,0.002580597,0,0,0,0,0,0,0,0,0,0,0.00021505,0.00021505,0,0,0,0,0,0,0,0.00021505,0.00021505,0,0.00021505,0.00021505,0.00021505,0.00021505,0,0,0,0,0.00021505,0,0,0,0,0,0,0,0.00021505,0,0.00021505,0,0,0,0
1,0.036899575,0.009224894,0,0,0,0,0,0,0,0,0,0,0.000768741,0,0.000768741,0,0.000768741,0,0,0,0,0,0.000768741,0,0.000768741,0,0,0,0,0,0,0,0.000768741,0,0,0,0.000768741,0,0,0.000768741,0,0,0.000768741,0,0,0,0
1,0.045516398,0.009310172,0,0,0.001034464,0,0.001034464,0,0,0,0,0,0,0,0.001034464,0.001034464,0,0,0,0,0,0,0.001034464,0,0.001034464,0,0.001034464,0,0,0,0,0,0,0,0,0,0.001034464,0,0,0,0,0,0.001034464,0,0,0,0
1,0.045516398,0.009310172,0,0,0,0,0.001034464,0,0,0,0,0,0,0,0.001034464,0.001034464,0,0,0,0,0,0,0.001034464,0,0.001034464,0,0.001034464,0,0,0,0,0,0,0,0,0,0.001034464,0,0,0,0,0,0.001034464,0,0,0,0
1,0.045516398,0.009310172,0,0,0.001034464,0,0.001034464,0,0,0,0,0,0,0.001034464,0,0,0,0,0,0,0,0,0.001034464,0,0.001034464,0,0.001034464,0,0,0,0,0,0,0,0,0,0.001034464,0,0,0,0,0,0.001034464,0,0,0,0
1,0.045516398,0.009310172,0,0,0.001034464,0,0.001034464,0,0,0,0,0,0,0,0.001034464,0.001034464,0,0,0,0,0,0,0.001034464,0,0.001034464,0,0.001034464,0,0,0,0,0,0,0,0,0,0.001034464,0,0,0,0,0,0.001034464,0,0,0,0
1,0.045516398,0.009310172,0,0,0,0,0.001034464,0,0,0,0,0,0.001034464,0.001034464,0,0,0,0,0,0,0,0,0.001034464,0,0.001034464,0,0.001034464,0,0,0,0,0,0,0,0,0,0.001034464,0,0,0,0,0,0.001034464,0,0,0,0
1,0.044371937,0.0045902,0,0,0,0,0,0,0,0,0.000765033,0,0.000765033,0,0.000765033,0.000765033,0,0,0,0,0,0,0,0,0.000765033,0.000765033,0.000765033,0,0,0,0,0,0.000765033,0.000765033,0,0,0.000765033,0,0,0.000765033,0,0,0.000765033,0,0,0,0
1,0.036840251,0.008868949,0,0.000682227,0,0,0.000682227,0,0,0,0,0,0,0,0.000682227,0,0,0.000682227,0,0,0,0,0,0,0.000682227,0,0.000682227,0,0,0,0,0,0,0,0,0.000682227,0,0,0,0,0,0,0,0,0,0.000682227,0
1,0.026517862,0.008839287,0,0.000736607,0,0,0.000736607,0,0,0,0,0,0.000736607,0,0.000736607,0,0,0.000736607,0,0,0,0,0.000736607,0,0.000736607,0.000736607,0.000736607,0.000736607,0,0,0.000736607,0,0,0.000736607,0,0,0.000736607,0,0,0.000736607,0,0,0,0,0,0.000736607,0
1,0.007074396,0.004716264,0.000393022,0,0,0,0,0,0,0,0,0,0.000393022,0.000393022,0,0,0,0,0,0,0,0,0.000393022,0,0.000393022,0,0,0,0,0,0.000393022,0,0,0,0,0,0.000393022,0,0,0,0.000393022,0,0,0,0,0,0.000393022
1,0.042179418,0.029877088,0,0,0,0,0.001757476,0,0,0,0,0,0,0.001757476,0,0,0,0,0,0,0.001757476,0,0,0,0.001757476,0,0.001757476,0,0,0,0,0,0,0,0,0.001757476,0.001757476,0,0,0.001757476,0,0,0,0,0,0,0.001757476
1,0.008943105,0.001490517,0,0.00024842,0,0,0,0,0,0,0,0,0.00024842,0,0.00024842,0,0.00024842,0,0,0,0,0,0,0,0.00024842,0,0.00024842,0,0,0,0,0,0.00024842,0.00024842,0,0,0.00024842,0,0,0.00024842,0,0,0,0,0,0.00024842,0
1,0.009257028,0.003173838,0,0,0,0,0.000264487,0,0,0,0,0,0,0.000264487,0,0,0,0,0,0,0,0,0.000264487,0,0.000264487,0.000264487,0.000264487,0,0,0,0,0,0,0.000264487,0,0,0.000264487,0,0,0.000264487,0,0,0,0,0,0,0.000264487
1,0.014127782,0.007371016,0,0,0.000614251,0,0.000614251,0,0,0,0,0,0.000614251,0,0.000614251,0,0.000614251,0,0,0,0,0,0,0,0.000614251,0.000614251,0,0,0,0,0,0,0.000614251,0,0,0.000614251,0.000614251,0,0,0.000614251,0,0,0,0,0,0,0.000614251
1,0.014127782,0.007371016,0,0,0,0,0,0,0,0,0,0,0.000614251,0,0.000614251,0,0.000614251,0,0,0,0,0,0,0,0.000614251,0.000614251,0,0,0,0,0,0,0.000614251,0,0,0.000614251,0.000614251,0,0,0.000614251,0,0,0,0,0,0,0.000614251
1,0.006881593,0.001935448,0,0,0.00021505,0,0,0,0,0,0,0,0,0,0.00021505,0,0,0.00021505,0,0,0,0,0,0,0.00021505,0.00021505,0.00021505,0.00021505,0.00021505,0,0,0,0.00021505,0.00021505,0,0,0.00021505,0,0,0.00021505,0,0,0.00021505,0,0,0,0
1,0.006881593,0.001935448,0,0,0.00021505,0,0,0,0,0,0,0,0,0,0.00021505,0,0,0.00021505,0,0,0,0.00021505,0,0,0.00021505,0.00021505,0.00021505,0.00021505,0.00021505,0,0,0,0.00021505,0.00021505,0,0,0.00021505,0,0,0.00021505,0,0,0.00021505,0,0,0,0
1,0.006881593,0.001935448,0,0,0.00021505,0,0,0,0,0,0,0,0,0,0.00021505,0,0,0.00021505,0,0,0,0.00021505,0,0,0.00021505,0.00021505,0.00021505,0.00021505,0.00021505,0,0,0,0.00021505,0.00021505,0,0,0.00021505,0,0,0.00021505,0,0,0.00021505,0,0,0,0
1,0.006881593,0.001935448,0,0,0.00021505,0,0,0,0,0,0,0,0,0,0.00021505,0,0,0.00021505,0,0,0,0.00021505,0,0,0.00021505,0.00021505,0.00021505,0.00021505,0.00021505,0,0,0,0.00021505,0.00021505,0,0,0.00021505,0,0,0.00021505,0,0,0.00021505,0,0,0,0
1,0.006881593,0.001935448,0,0,0.00021505,0,0,0,0,0,0,0,0,0,0.00021505,0,0,0.00021505,0,0,0,0,0,0,0.00021505,0.00021505,0.00021505,0.00021505,0.00021505,0,0,0,0.00021505,0.00021505,0,0,0.00021505,0,0,0.00021505,0,0,0.00021505,0,0,0,0
1,0.006881593,0.001935448,0,0,0.00021505,0,0,0,0,0,0,0,0,0,0.00021505,0,0,0.00021505,0,0,0,0,0,0,0.00021505,0.00021505,0.00021505,0.00021505,0.00021505,0,0,0,0.00021505,0.00021505,0,0,0.00021505,0,0,0.00021505,0,0,0.00021505,0,0,0,0
1,0.006881593,0.001935448,0,0,0.00021505,0,0,0,0,0,0,0,0,0,0.00021505,0,0,0.00021505,0,0,0,0.00021505,0,0,0.00021505,0.00021505,0.00021505,0.00021505,0.00021505,0,0,0,0.00021505,0.00021505,0,0,0.00021505,0,0,0.00021505,0,0,0.00021505,0,0,0,0
1,0.006881593,0.001935448,0,0,0.00021505,0,0,0,0,0,0,0,0,0,0.00021505,0,0,0.00021505,0,0,0,0.00021505,0,0,0.00021505,0.00021505,0.00021505,0.00021505,0.00021505,0,0,0,0.00021505,0.00021505,0,0,0.00021505,0,0,0.00021505,0,0,0.00021505,0,0,0,0
1,0.004202122,0.001512764,0,0.000168085,0,0,0.000168085,0,0,0,0,0,0.000168085,0,0.000168085,0,0,0,0.000168085,0,0,0,0.000168085,0,0.000168085,0.000168085,0,0,0,0,0,0.000168085,0,0,0,0,0,0.000168085,0,0,0.000168085,0,0,0,0,0.000168085,0
1,0.004286165,0.00239521,0,0.000126064,0,0,0,0,0,0,0.000126064,0,0,0,0.000126064,0,0.000126064,0,0,0,0,0,0,0,0.000126064,0,0,0.000126064,0,0,0,0,0,0,0,0.000126064,0.000126064,0,0,0.000126064,0,0,0.000126064,0,0,0,0
1,0.004286165,0.00239521,0,0.000126064,0,0,0,0,0,0,0.000126064,0,0,0,0.000126064,0,0.000126064,0,0,0,0,0,0,0,0.000126064,0,0,0.000126064,0,0,0,0,0,0,0,0.000126064,0.000126064,0,0,0.000126064,0,0,0.000126064,0,0,0,0
1,0.004286165,0.00239521,0,0.000126064,0,0,0,0,0,0,0.000126064,0,0,0,0.000126064,0,0.000126064,0,0,0,0,0,0,0,0.000126064,0,0,0.000126064,0,0,0,0,0,0,0,0.000126064,0.000126064,0,0,0.000126064,0,0,0.000126064,0,0,0,0
1,0.004286165,0.00239521,0,0.000126064,0,0,0,0,0,0,0.000126064,0,0.000126064,0,0.000126064,0,0.000126064,0,0,0,0,0,0,0,0.000126064,0,0,0.000126064,0,0,0,0,0,0,0,0.000126064,0.000126064,0,0,0.000126064,0,0,0.000126064,0,0,0,0
1,0.005784097,0.001112326,0,0.000111233,0,0,0,0,0,0,0,0,0.000111233,0,0.000111233,0,0,0.000111233,0,0,0.000111233,0,0.000111233,0,0.000111233,0,0.000111233,0.000111233,0.000111233,0,0,0.000111233,0,0,0,0.000111233,0,0,0.000111233,0,0,0,0.000111233,0,0,0,0
1,0.028698022,0.01291411,0,0,0.001434901,0,0,0,0,0,0,0,0,0,0.001434901,0.001434901,0,0,0,0,0,0,0,0,0.001434901,0.001434901,0.001434901,0,0,0,0,0.001434901,0,0,0,0,0,0,0.001434901,0,0,0,0,0,0,0,0.001434901
1,0.028698022,0.01291411,0,0,0.001434901,0,0,0,0,0,0,0,0.001434901,0,0.001434901,0,0.001434901,0,0,0,0,0,0,0,0.001434901,0.001434901,0.001434901,0,0,0,0,0.001434901,0,0,0,0,0,0,0.001434901,0,0,0,0,0,0,0,0.001434901
1,0.028698022,0.01291411,0,0,0.001434901,0,0.001434901,0,0,0,0,0,0.001434901,0,0.001434901,0.001434901,0,0,0,0,0,0,0,0,0.001434901,0.001434901,0.001434901,0,0,0,0,0.001434901,0,0,0,0,0,0,0.001434901,0,0,0,0,0,0,0,0.001434901
1,0.031234126,0.003603938,0,0,0,0,0,0,0,0,0,0,0.000600656,0,0.000600656,0.000600656,0,0,0,0,0.000600656,0,0,0,0.000600656,0,0,0,0,0,0,0.000600656,0,0,0,0,0.000600656,0,0,0,0.000600656,0,0.000600656,0,0,0,0
1,0.01013453,0.00689148,0,0,0,0,0.000405381,0,0,0,0,0,0,0,0.000405381,0.000405381,0,0,0,0,0,0,0,0,0.000405381,0,0,0,0,0,0,0,0,0.000405381,0,0,0.000405381,0,0,0,0,0.000405381,0,0,0,0,0.000405381
1,0.01557257,0.005784097,0,0.000444931,0,0,0,0,0,0.000444931,0,0,0,0,0.000444931,0.000444931,0,0,0,0,0,0,0.000444931,0,0.000444931,0,0.000444931,0,0.000444931,0,0,0.000444931,0,0.000444931,0,0,0,0,0,0.000444931,0,0,0,0,0,0,0.000444931
1,0.007508203,0.004727387,0,0,0.000278082,0,0,0,0,0,0,0,0,0,0.000278082,0,0,0,0.000278082,0,0,0.000278082,0.000278082,0,0.000278082,0.000278082,0,0,0,0,0,0,0,0,0,0,0.000278082,0,0,0,0,0,0,0,0,0,0.000278082
1,0.006876649,0.001322433,0.000132243,0,0,0,0.000132243,0,0,0,0,0,0,0.000132243,0,0,0,0,0,0,0,0,0,0,0.000132243,0,0,0,0,0,0.000132243,0,0,0,0,0,0.000132243,0,0,0,0.000132243,0,0.000132243,0,0,0,0
1,0.025756536,0.005795221,0,0.000643913,0,0,0,0,0,0,0,0,0,0.000643913,0,0,0,0,0,0,0,0,0,0,0.000643913,0,0,0,0,0,0,0,0,0,0,0,0.000643913,0,0,0,0,0.000643913,0.000643913,0,0,0,0
0,0.007316636,0.001371869,0,0.000228645,0,0.000228645,0,0,0,0,0,0,0.000228645,0,0.000228645,0.000228645,0,0,0,0,0,0,0.000228645,0,0.000228645,0.000228645,0.000228645,0.000228645,0.000228645,0,0,0.000228645,0,0,0,0,0,0.000228645,0,0,0.000228645,0,0,0,0,0,0.000228645
1,0.010025769,0.004370207,0,0,0.000257071,0,0,0,0,0,0,0,0,0,0.000257071,0,0,0.000257071,0,0,0,0.000257071,0.000257071,0,0.000257071,0.000257071,0,0.000257071,0.000257071,0,0,0,0.000257071,0,0,0,0,0,0.000257071,0,0,0.000257071,0.000257071,0,0,0,0
0,0.0088294,0.002254315,0,0,0,0,0.00018786,0,0,0,0,0,0.00018786,0.00018786,0,0,0,0,0,0,0.00018786,0,0,0,0.00018786,0.00018786,0,0,0.00018786,0,0,0,0.00018786,0,0,0,0.00018786,0,0,0,0,0,0.00018786,0,0,0,0
1,0.012566817,0.004864574,0,0.000405381,0,0,0.000405381,0,0,0,0,0,0,0,0.000405381,0.000405381,0,0,0,0,0,0,0,0.000405381,0,0.000405381,0,0,0,0,0,0,0,0,0,0,0.000405381,0,0,0.000405381,0,0,0,0,0,0.000405381,0
1,0.030960988,0.007904933,0,0,0.000658744,0,0.000658744,0,0,0,0,0,0,0,0.000658744,0,0,0.000658744,0,0,0,0,0,0,0.000658744,0,0,0,0,0,0,0,0,0,0,0,0.000658744,0,0,0.000658744,0,0,0.000658744,0,0,0,0
1,0.026161918,0.0032035,0,0,0,0,0,0,0,0,0,0,0.000533917,0,0.000533917,0,0,0.000533917,0,0,0,0.000533917,0,0,0.000533917,0,0,0,0.000533917,0,0,0,0,0,0,0,0,0.000533917,0,0,0,0,0,0,0,0.000533917,0
1,0.026161918,0.0032035,0,0,0.000533917,0,0,0,0,0,0,0,0,0,0.000533917,0,0,0.000533917,0,0,0,0,0,0,0.000533917,0,0,0,0.000533917,0,0,0,0,0,0,0,0,0.000533917,0,0,0,0,0,0,0,0.000533917,0
1,0.017253419,0.007332703,0,0,0.000431335,0,0,0,0,0,0,0,0,0,0.000431335,0,0,0.000431335,0,0,0,0.000431335,0,0,0.000431335,0.000431335,0.000431335,0,0,0,0.000431335,0,0,0.000431335,0,0,0.000431335,0,0,0.000431335,0,0,0.000431335,0,0,0,0
1,0.012173795,0.00827818,0,0,0.000486952,0,0.000486952,0,0,0,0,0,0,0,0.000486952,0,0,0.000486952,0,0,0,0.000486952,0,0,0.000486952,0,0,0,0,0,0,0.000486952,0,0.000486952,0,0,0.000486952,0,0,0.000486952,0,0,0.000486952,0,0,0,0
1,0.012173795,0.00827818,0,0,0.000486952,0,0.000486952,0,0,0,0,0,0,0,0.000486952,0,0,0.000486952,0,0,0,0.000486952,0,0,0.000486952,0,0,0,0,0,0,0.000486952,0,0.000486952,0,0,0.000486952,0,0,0.000486952,0,0,0.000486952,0,0,0,0
1,0.012902987,0.004300996,0,0.000358416,0,0,0,0,0,0,0,0,0,0,0.000358416,0,0,0.000358416,0,0,0,0.000358416,0,0,0.000358416,0.000358416,0.000358416,0,0,0,0.000358416,0,0,0,0,0.000358416,0.000358416,0,0,0.000358416,0,0,0.000358416,0,0,0,0
1,0.012902987,0.004300996,0,0.000358416,0,0,0,0,0,0,0,0,0,0,0.000358416,0,0,0.000358416,0,0,0,0.000358416,0,0,0.000358416,0.000358416,0.000358416,0,0,0,0.000358416,0,0,0,0,0.000358416,0.000358416,0,0,0.000358416,0,0,0.000358416,0,0,0,0
1,0.010033184,0.002736323,0,0,0.000304036,0,0,0,0,0,0,0,0.000304036,0.000304036,0,0,0,0,0,0,0,0,0,0,0.000304036,0.000304036,0.000304036,0.000304036,0,0,0.000304036,0,0,0.000304036,0,0,0.000304036,0,0,0,0.000304036,0,0,0,0,0.000304036,0
1,0.010033184,0.002736323,0,0,0,0,0,0,0,0,0,0,0.000304036,0.000304036,0,0,0,0,0,0,0,0,0,0,0.000304036,0.000304036,0.000304036,0.000304036,0,0,0.000304036,0,0,0.000304036,0,0,0.000304036,0,0,0,0.000304036,0,0,0,0,0.000304036,0
1,0.004637165,0.001490517,0,0,0,0,0.000165613,0,0,0,0,0,0,0.000165613,0,0,0,0,0,0,0,0,0,0,0.000165613,0.000165613,0,0,0,0,0,0,0.000165613,0,0,0.000165613,0.000165613,0,0,0,0,0.000165613,0,0,0,0.000165613,0
1,0.004399869,0.001429957,0,0,0,0,0.000109997,0,0,0,0,0,0.000109997,0,0.000109997,0,0,0,0.000109997,0,0,0,0,0,0.000109997,0.000109997,0.000109997,0.000109997,0.000109997,0,0.000109997,0,0,0.000109997,0,0,0,0,0.000109997,0.000109997,0,0,0.000109997,0,0,0,0
0,0.001245806,0.000711889,0,0,0,0,5.93E-05,0,0,0,0,0,0,0,5.93E-05,5.93E-05,0,0,0,0,0,0,0,0,0,5.93E-05,5.93E-05,0,5.93E-05,0,0,0,0,0,0,5.93E-05,0,0,5.93E-05,0,0,5.93E-05,5.93E-05,0,0,0,0
1,0.034754021,0.008231216,0,0,0.00091458,0,0.00091458,0,0,0,0,0,0.00091458,0,0.00091458,0,0,0,0.00091458,0,0,0.00091458,0,0,0.00091458,0,0.00091458,0,0,0.00091458,0,0,0,0,0,0.00091458,0,0,0,0.00091458,0,0,0.00091458,0,0,0,0
1,0.034754021,0.008231216,0,0,0,0,0.00091458,0,0,0,0,0,0,0,0.00091458,0,0,0,0.00091458,0,0,0.00091458,0,0,0.00091458,0,0.00091458,0,0,0.00091458,0,0,0,0,0,0.00091458,0,0,0,0.00091458,0,0,0.00091458,0,0,0,0
1,0.034754021,0.008231216,0,0.00091458,0,0,0.00091458,0,0,0,0,0,0,0,0.00091458,0,0,0,0.00091458,0,0,0,0,0,0.00091458,0,0.00091458,0,0,0.00091458,0,0,0,0,0,0.00091458,0,0,0,0.00091458,0,0,0.00091458,0,0,0,0
1,0.034754021,0.008231216,0,0,0,0,0.00091458,0,0,0,0,0,0,0,0.00091458,0,0,0,0.00091458,0,0,0.00091458,0,0,0.00091458,0,0.00091458,0,0,0.00091458,0,0,0,0,0,0.00091458,0,0,0,0.00091458,0,0,0.00091458,0,0,0,0
1,0.021888112,0.005709942,0,0.000475829,0,0,0,0,0,0,0,0,0.000475829,0,0.000475829,0,0,0.000475829,0,0,0,0,0.000475829,0.000475829,0,0.000475829,0.000475829,0,0,0,0.000475829,0,0,0,0,0.000475829,0.000475829,0,0,0.000475829,0,0,0,0,0,0,0.000475829
1,0.009331183,0.004478968,0,0.000373247,0,0,0.000373247,0,0,0,0,0,0,0,0.000373247,0.000373247,0,0,0,0,0,0.000373247,0,0,0,0.000373247,0,0,0,0,0,0,0,0,0,0,0.000373247,0,0,0.000373247,0,0,0,0,0,0.000373247,0
1,0.005858253,0.001659838,0,0,0,0,9.76E-05,0,0,0,0,0,9.76E-05,9.76E-05,0,0,0,0,0,0,0,9.76E-05,0,0,9.76E-05,9.76E-05,0,0,0,0,0,9.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,9.76E-05,0
1,0.001361982,0.000645149,0,0,7.17E-05,0,7.17E-05,0,0,0,0,0,0,0,7.17E-05,0,0,0,7.17E-05,0,0,0,0,0,7.17E-05,7.17E-05,7.17E-05,7.17E-05,7.17E-05,0,0,0,7.17E-05,0,0,0,7.17E-05,0,0,7.17E-05,0,0,0,0,0,0,7.17E-05
1,0.033493385,0.011387751,0,0.000669868,0,0,0.000669868,0,0,0,0,0,0,0,0.000669868,0.000669868,0,0,0,0,0,0,0,0,0.000669868,0.000669868,0.000669868,0,0,0.000669868,0,0,0.000669868,0.000669868,0,0,0.000669868,0,0,0.000669868,0,0,0.000669868,0,0,0,0
1,0.02265191,0.014840906,0,0.0007811,0,0,0.0007811,0,0,0,0,0,0,0.0007811,0,0,0,0,0,0,0,0,0,0,0.0007811,0.0007811,0,0.0007811,0,0.0007811,0.0007811,0,0,0.0007811,0,0,0.0007811,0,0,0.0007811,0,0,0.0007811,0,0,0,0
1,0.02265191,0.014840906,0,0,0,0,0.0007811,0,0,0,0,0,0,0.0007811,0,0,0,0,0,0,0,0,0,0,0.0007811,0.0007811,0,0.0007811,0,0.0007811,0.0007811,0,0,0.0007811,0,0,0.0007811,0,0,0.0007811,0,0,0.0007811,0,0,0,0
1,0.02265191,0.014840906,0,0,0,0,0.0007811,0,0,0,0,0,0,0.0007811,0,0,0,0,0,0,0,0,0,0,0.0007811,0.0007811,0,0.0007811,0,0.0007811,0.0007811,0,0,0.0007811,0,0,0.0007811,0,0,0.0007811,0,0,0.0007811,0,0,0,0
1,0.02265191,0.014840906,0,0,0,0,0.0007811,0,0,0,0,0,0,0.0007811,0,0,0,0,0,0,0,0,0,0,0.0007811,0.0007811,0,0.0007811,0,0.0007811,0.0007811,0,0,0.0007811,0,0,0.0007811,0,0,0.0007811,0,0,0.0007811,0,0,0,0
1,0.02265191,0.014840906,0,0.0007811,0,0,0.0007811,0,0,0,0,0,0,0.0007811,0,0,0,0,0,0,0,0,0,0,0.0007811,0.0007811,0,0.0007811,0,0.0007811,0.0007811,0,0,0.0007811,0,0,0.0007811,0,0,0.0007811,0,0,0.0007811,0,0,0,0
1,0.025014986,0.009788473,0,0,0,0,0.001087608,0,0,0,0,0,0,0.001087608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001087608,0,0,0,0,0,0,0,0,0.001087608,0
1,0.025014986,0.009788473,0,0.001087608,0,0,0.001087608,0,0,0,0,0,0,0.001087608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001087608,0,0,0,0,0,0,0,0,0.001087608,0
1,0.068107747,0.015717172,0,0.001746352,0,0,0,0,0,0,0,0,0,0.001746352,0,0,0,0,0,0,0,0,0,0,0.001746352,0,0.001746352,0.001746352,0.001746352,0,0.001746352,0,0,0.001746352,0,0,0.001746352,0,0,0.001746352,0,0,0,0,0,0,0.001746352
1,0.007909877,0.002224653,0,0.000247184,0,0,0.000247184,0,0,0,0,0,0.000247184,0,0.000247184,0,0,0.000247184,0,0,0,0.000247184,0.000247184,0,0.000247184,0,0,0,0,0.000247184,0,0.000247184,0,0,0,0,0,0.000247184,0,0,0.000247184,0,0.000247184,0,0,0,0
1,0.007909877,0.002224653,0,0.000247184,0,0,0.000247184,0,0,0,0,0,0.000247184,0,0.000247184,0.000247184,0,0.000247184,0,0,0,0.000247184,0.000247184,0,0.000247184,0,0,0,0,0.000247184,0,0.000247184,0,0,0,0,0,0.000247184,0,0,0.000247184,0,0.000247184,0,0,0,0
1,0.009844089,0.004375151,0,0.000364596,0,0,0.000364596,0,0,0,0,0,0.000364596,0,0.000364596,0.000364596,0,0,0,0,0.000364596,0,0,0,0.000364596,0.000364596,0,0,0,0.000364596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000364596,0
1,0.077818357,0.030066183,0,0,0.001768599,0,0.001768599,0,0,0,0,0,0.001768599,0,0.001768599,0.001768599,0,0,0,0,0,0.001768599,0,0,0.001768599,0,0.001768599,0,0,0,0,0.001768599,0,0,0,0.001768599,0.001768599,0,0,0.001768599,0,0,0,0,0,0,0.001768599
1,0.010693165,0.001527595,0,0,0,0,0.000254599,0,0,0,0,0,0.000254599,0,0.000254599,0,0,0,0.000254599,0,0,0.000254599,0.000254599,0.000254599,0,0.000254599,0,0,0,0,0.000254599,0,0,0,0,0,0.000254599,0,0,0.000254599,0,0,0,0,0,0.000254599,0
1,0.021317118,0.00290688,0,0.00048448,0,0,0.00048448,0,0,0,0,0,0.00048448,0,0.00048448,0,0.00048448,0,0,0,0.00048448,0,0.00048448,0,0.00048448,0.00048448,0,0.00048448,0,0,0,0,0.00048448,0,0,0,0.00048448,0,0,0,0,0,0,0,0,0.00048448,0
1,0.011627519,0.00436032,0,0,0.00048448,0,0,0,0,0,0.00048448,0,0,0.00048448,0,0,0,0,0,0,0,0,0,0,0.00048448,0.00048448,0,0,0,0,0,0.00048448,0,0,0,0,0,0,0.00048448,0,0,0,0,0,0,0,0.00048448
1,0.011627519,0.00436032,0,0.00048448,0,0,0,0,0,0,0.00048448,0,0,0.00048448,0,0,0,0,0,0,0,0,0,0,0.00048448,0.00048448,0,0,0,0,0,0.00048448,0,0,0,0,0,0,0.00048448,0,0,0,0,0,0,0,0.00048448
1,0.011627519,0.00436032,0,0.00048448,0,0,0,0,0,0,0.00048448,0,0.00048448,0,0.00048448,0.00048448,0,0,0,0,0,0,0,0,0.00048448,0.00048448,0,0,0,0,0,0.00048448,0,0,0,0,0,0,0.00048448,0,0,0,0,0,0,0,0.00048448
1,0.011627519,0.00436032,0,0,0.00048448,0,0,0,0,0,0.00048448,0,0,0.00048448,0,0,0,0,0,0,0,0,0,0,0.00048448,0.00048448,0,0,0,0,0,0.00048448,0,0,0,0,0,0,0.00048448,0,0,0,0,0,0,0,0.00048448
1,0.011627519,0.00436032,0.00048448,0,0,0,0,0,0,0,0,0,0,0,0.00048448,0.00048448,0,0,0,0,0,0,0,0,0.00048448,0.00048448,0,0,0,0,0,0.00048448,0,0,0,0,0,0,0.00048448,0,0,0,0,0,0,0,0.00048448
1,0.010589348,0.004538292,0,0,0.000504255,0,0.000504255,0,0,0,0,0,0.000504255,0.000504255,0,0,0,0,0,0,0,0.000504255,0,0,0.000504255,0.000504255,0,0,0,0,0,0,0,0,0,0,0.000504255,0,0,0.000504255,0,0,0,0,0,0.000504255,0
1,0.008401772,0.004582785,0,0,0.000381899,0,0.000381899,0,0,0,0,0,0.000381899,0.000381899,0,0,0,0,0,0,0.000381899,0.000381899,0.000381899,0,0.000381899,0.000381899,0,0,0,0,0,0.000381899,0,0,0,0,0,0.000381899,0,0,0,0,0,0,0,0.000381899,0
1,0.014614733,0.002391502,0,0,0,0,0.000265722,0,0,0,0,0,0,0.000265722,0,0,0,0,0,0,0,0,0,0,0.000265722,0,0.000265722,0.000265722,0.000265722,0,0,0.000265722,0,0.000265722,0,0,0.000265722,0,0,0,0,0.000265722,0.000265722,0,0,0,0
1,0.014614733,0.002391502,0,0,0,0,0.000265722,0,0,0,0,0,0,0.000265722,0,0,0,0,0,0,0,0,0,0,0.000265722,0,0.000265722,0.000265722,0.000265722,0,0,0.000265722,0,0.000265722,0,0,0.000265722,0,0,0,0,0.000265722,0.000265722,0,0,0,0
1,0.014614733,0.002391502,0,0,0,0,0.000265722,0,0,0,0,0,0,0.000265722,0,0,0,0,0,0,0,0,0,0,0.000265722,0,0.000265722,0.000265722,0.000265722,0,0,0.000265722,0,0.000265722,0,0,0.000265722,0,0,0,0,0.000265722,0.000265722,0,0,0,0
