y_tot,edad,grado_esc,hora_delito_12_6,hora_delito_12_18,hora_delito_18_24,lugar_delito_otro,lugar_delito_calle,lugar_delito_negocio_est,lugar_delito_carretera,lugar_delito_transporte_pub,lugar_delito_trabajo,lugar_delito_lug_publico,si_vic_acompanada,si_delinc_desconocidos,no_delinc_desconocidos,si_delinc_con_vista,si_delinc_con_pocotrat,si_delinc_con_cercano,si_delinc_familiares,si_no_sabe,si_arma,si_violencia_fisica,si_acudio_mp,tiempo_viv_6_12,tiempo_viv_mas_12,seguro_en_casa_seguro,seguro_en_trabajo,seguro_en_calle,seguro_transp_pub,na_seguro_transp_pub,conf_vecinos_mucha,conf_vecinos_nada,conf_vecinos_alguna,conf_companeros_mucho,conf_companeros_nada,conf_companeros_alguna,conf_familiares_mucha,conf_familiares_nada,conf_familiares_alguna,conf_amigos_mucha,conf_amigos_nada,conf_amigos_alguna,TDPAREN_1_jefe, TDPAREN_4_padre,TDPAREN_6_sin_parentesco,TDPAREN_2_esposo,TDPAREN_5_otro
1,0.01303523,0.001475686,0,0.000245948,0,0,0.000245948,0,0,0,0,0,0,0,0.000245948,0,0,0.000245948,0,0,0,0,0,0,0.000245948,0.000245948,0.000245948,0.000245948,0,0,0,0,0.000245948,0,0,0,0,0,0.000245948,0,0,0,0,0,0,0.000245948,0
1,0.002501499,0.00102334,0,0,0.000113704,0,0,0,0,0,0,0.000113704,0.000113704,0,0.000113704,0.000113704,0,0,0,0,0,0,0.000113704,0,0.000113704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113704,0
1,0.010233403,0.006140042,0,0.00051167,0,0,0,0,0,0,0,0.00051167,0,0.00051167,0,0,0,0,0,0,0,0,0,0,0.00051167,0.00051167,0,0.00051167,0.00051167,0,0,0,0,0,0,0,0.00051167,0,0,0.00051167,0,0,0,0,0,0,0.00051167
1,0.023657947,0.004174932,0,0,0.000695822,0,0,0,0,0,0,0,0.000695822,0,0.000695822,0,0,0,0.000695822,0,0,0,0.000695822,0,0.000695822,0.000695822,0.000695822,0.000695822,0,0,0.000695822,0,0,0.000695822,0,0,0.000695822,0,0,0,0,0,0.000695822,0,0,0,0
1,0.009491852,0.005695111,0,0,0,0,0,0,0,0,0,0,0,0,0.000474593,0,0,0.000474593,0,0,0,0.000474593,0,0,0.000474593,0.000474593,0,0,0,0.000474593,0,0,0,0,0,0,0.000474593,0,0,0.000474593,0,0,0,0,0,0,0.000474593
1,0.00689148,0.00344574,0,0,0,0,0,0,0,0,0.000202691,0,0,0,0.000202691,0,0,0.000202691,0,0,0,0,0,0,0.000202691,0,0,0,0,0,0,0,0.000202691,0,0,0.000202691,0.000202691,0,0,0,0,0.000202691,0,0,0,0,0.000202691
1,0.00689148,0.00344574,0,0,0,0,0,0,0,0,0.000202691,0,0,0,0.000202691,0,0,0.000202691,0,0,0,0,0,0,0.000202691,0,0,0,0,0,0,0,0.000202691,0,0,0.000202691,0.000202691,0,0,0,0,0.000202691,0,0,0,0,0.000202691
1,0.017930702,0.005205688,0,0,0.00057841,0,0,0,0,0,0,0,0.00057841,0,0.00057841,0,0,0.00057841,0,0,0,0.00057841,0.00057841,0,0.00057841,0,0.00057841,0.00057841,0.00057841,0,0.00057841,0,0,0.00057841,0,0,0.00057841,0,0,0.00057841,0,0,0.00057841,0,0,0,0
1,0.010511485,0.003971005,0,0.000233589,0,0,0,0,0,0,0,0,0.000233589,0.000233589,0,0,0,0,0,0,0,0.000233589,0,0,0.000233589,0.000233589,0,0,0,0.000233589,0.000233589,0,0,0.000233589,0,0,0.000233589,0,0,0.000233589,0,0,0,0,0,0.000233589,0
1,0.009109953,0.002803063,0,0.000233589,0,0,0.000233589,0,0,0,0,0,0,0.000233589,0,0,0,0,0,0,0,0.000233589,0,0,0.000233589,0.000233589,0.000233589,0,0.000233589,0,0.000233589,0,0,0.000233589,0,0,0.000233589,0,0,0.000233589,0,0,0.000233589,0,0,0,0
1,0.001661074,0.001344679,0,0,0,0,0,0,0,0,0,0,0,7.91E-05,0,0,0,0,0,0,0,0,0,0,7.91E-05,7.91E-05,0,7.91E-05,7.91E-05,0,7.91E-05,0,0,7.91E-05,0,0,7.91E-05,0,0,7.91E-05,0,0,7.91E-05,0,0,0,0
1,0.028272866,0.009672296,0,0,0.000744023,0,0,0,0,0,0,0,0.000744023,0,0.000744023,0,0,0.000744023,0,0,0,0,0,0,0.000744023,0.000744023,0.000744023,0,0,0,0.000744023,0,0,0.000744023,0,0,0.000744023,0,0,0.000744023,0,0,0.000744023,0,0,0,0
1,0.013347917,0.00800875,0,0,0.000667396,0,0,0.000667396,0,0,0,0,0.000667396,0,0.000667396,0.000667396,0,0,0,0,0.000667396,0,0.000667396,0.000667396,0,0,0,0,0,0.000667396,0,0,0,0,0,0,0.000667396,0,0,0,0,0,0,0,0,0.000667396,0
1,0.01227514,0.005665449,0,0,0,0,0.000472121,0,0,0,0,0,0.000472121,0,0.000472121,0.000472121,0,0,0,0,0,0.000472121,0.000472121,0,0.000472121,0.000472121,0.000472121,0.000472121,0,0,0.000472121,0,0,0,0,0,0.000472121,0,0,0.000472121,0,0,0,0,0,0,0.000472121
1,0.007875271,0.001968818,0,0,0.000218758,0.000218758,0,0,0,0,0,0,0.000218758,0,0.000218758,0,0,0.000218758,0,0,0,0.000218758,0.000218758,0,0.000218758,0,0,0,0.000218758,0,0,0,0,0,0,0,0,0,0.000218758,0,0.000218758,0,0,0,0,0,0.000218758
1,0.006992825,0.00516861,0,0,0.000304036,0,0,0,0,0.000304036,0,0,0,0.000304036,0,0,0,0,0,0,0,0,0,0,0,0.000304036,0,0.000304036,0.000304036,0,0,0.000304036,0,0,0,0,0,0,0.000304036,0,0,0.000304036,0,0,0,0.000304036,0
1,0.00139288,0.00054504,6.06E-05,0,0,0,0,0,0,0,0,0,6.06E-05,6.06E-05,0,0,0,0,0,0,0,0,0,0,6.06E-05,6.06E-05,6.06E-05,0,0,0,6.06E-05,0,0,6.06E-05,0,0,6.06E-05,0,0,6.06E-05,0,0,0,0,0,0,6.06E-05
1,0.00139288,0.00054504,6.06E-05,0,0,0,0,0,0,0,0,0,6.06E-05,6.06E-05,0,0,0,0,0,0,0,0,0,0,6.06E-05,6.06E-05,6.06E-05,0,0,0,6.06E-05,0,0,6.06E-05,0,0,6.06E-05,0,0,6.06E-05,0,0,0,0,0,0,6.06E-05
1,0.00139288,0.00054504,6.06E-05,0,0,0,0,0,0,0,0,0,6.06E-05,6.06E-05,0,0,0,0,0,0,0,0,0,0,6.06E-05,6.06E-05,6.06E-05,0,0,0,6.06E-05,0,0,6.06E-05,0,0,6.06E-05,0,0,6.06E-05,0,0,0,0,0,0,6.06E-05
1,0.022968305,0.004493799,0,0,0.000499311,0,0.000499311,0,0,0,0,0,0.000499311,0.000499311,0,0,0,0,0,0,0.000499311,0.000499311,0,0,0.000499311,0.000499311,0,0,0,0,0.000499311,0,0,0,0,0.000499311,0.000499311,0,0,0.000499311,0,0,0,0,0,0.000499311,0
1,0.005274899,0.004076058,0,0,0.000239768,0,0,0,0,0,0,0,0.000239768,0,0.000239768,0,0,0,0.000239768,0,0,0,0,0,0.000239768,0.000239768,0,0.000239768,0,0,0,0,0,0.000239768,0,0,0,0,0,0.000239768,0,0,0,0,0,0,0.000239768
1,0.007775162,0.004895472,0,0.000287969,0,0,0,0,0,0.000287969,0,0,0,0.000287969,0,0,0,0,0,0,0,0,0,0,0.000287969,0.000287969,0.000287969,0,0,0,0,0,0,0,0,0.000287969,0.000287969,0,0,0,0,0.000287969,0,0,0,0,0.000287969
1,0.023084481,0.004197178,0,0.00069953,0,0,0.00069953,0,0,0,0,0,0,0,0.00069953,0,0,0,0.00069953,0,0,0,0.00069953,0,0.00069953,0,0,0,0,0,0,0.00069953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00069953,0
0,0.003563152,0.001953987,0,0,0,0,0.00011494,0,0,0,0,0,0,0.00011494,0,0,0,0,0,0,0,0,0,0,0.00011494,0.00011494,0.00011494,0,0,0.00011494,0.00011494,0,0,0.00011494,0,0,0.00011494,0,0,0.00011494,0,0,0,0,0,0,0.00011494
1,0.002586777,0.001349623,0,0.000112469,0,0,0,0,0,0,0,0,0.000112469,0,0.000112469,0,0,0.000112469,0,0,0,0.000112469,0.000112469,0,0.000112469,0,0.000112469,0,0,0,0,0.000112469,0,0,0.000112469,0,0,0,0.000112469,0,0.000112469,0,0,0,0,0,0.000112469
1,0.01127899,0.003904266,0,0.000433807,0,0,0.000433807,0,0,0,0,0,0.000433807,0,0.000433807,0,0,0,0.000433807,0,0,0.000433807,0.000433807,0,0.000433807,0,0,0,0,0.000433807,0.000433807,0,0,0,0,0,0,0,0.000433807,0,0,0.000433807,0,0,0,0.000433807,0
1,0.005105578,0.001701859,0,0,0,0,0,0,0,0,0,0,0.000189095,0,0.000189095,0,0.000189095,0,0,0,0,0,0,0.000189095,0,0.000189095,0.000189095,0.000189095,0.000189095,0,0,0,0.000189095,0,0,0,0.000189095,0,0,0.000189095,0,0,0.000189095,0,0,0,0
1,0.037243161,0.016661414,0,0,0,0,0.000980083,0,0,0,0,0,0,0.000980083,0,0,0,0,0,0,0,0,0,0,0.000980083,0.000980083,0.000980083,0,0,0,0.000980083,0,0,0.000980083,0,0,0.000980083,0,0,0.000980083,0,0,0.000980083,0,0,0,0
1,0.037243161,0.016661414,0,0,0,0,0,0,0,0.000980083,0,0,0,0.000980083,0,0,0,0,0,0,0,0,0,0,0.000980083,0.000980083,0.000980083,0,0,0,0.000980083,0,0,0.000980083,0,0,0.000980083,0,0,0.000980083,0,0,0.000980083,0,0,0,0
1,0.037243161,0.016661414,0,0.000980083,0,0,0.000980083,0,0,0,0,0,0,0.000980083,0,0,0,0,0,0,0,0,0,0,0.000980083,0.000980083,0.000980083,0,0,0,0.000980083,0,0,0.000980083,0,0,0.000980083,0,0,0.000980083,0,0,0.000980083,0,0,0,0
1,0.004109428,0.002595428,0,0.000216286,0,0,0.000216286,0,0,0,0,0,0,0,0.000216286,0.000216286,0,0,0,0,0,0,0,0,0.000216286,0.000216286,0,0,0,0,0.000216286,0,0,0,0,0,0.000216286,0,0,0.000216286,0,0,0,0,0,0,0.000216286
1,0.004109428,0.002595428,0,0.000216286,0,0,0.000216286,0,0,0,0,0,0,0,0.000216286,0,0.000216286,0,0,0,0,0,0,0,0.000216286,0.000216286,0,0,0,0,0.000216286,0,0,0,0,0,0.000216286,0,0,0.000216286,0,0,0,0,0,0,0.000216286
1,0.004109428,0.002595428,0,0,0.000216286,0,0.000216286,0,0,0,0,0,0,0,0.000216286,0.000216286,0,0,0,0,0,0,0.000216286,0,0.000216286,0.000216286,0,0,0,0,0.000216286,0,0,0,0,0,0.000216286,0,0,0.000216286,0,0,0,0,0,0,0.000216286
1,0.004109428,0.002595428,0,0.000216286,0,0,0.000216286,0,0,0,0,0,0.000216286,0,0.000216286,0.000216286,0,0,0,0,0,0,0,0,0.000216286,0.000216286,0,0,0,0,0.000216286,0,0,0,0,0,0.000216286,0,0,0.000216286,0,0,0,0,0,0,0.000216286
1,0.007237537,0.002035557,0,0,0,0,0,0,0,0,0,0,0.000226173,0,0.000226173,0,0,0,0.000226173,0,0.000226173,0,0.000226173,0,0.000226173,0.000226173,0.000226173,0.000226173,0.000226173,0,0,0,0,0.000226173,0,0,0.000226173,0,0,0,0,0,0,0,0,0,0.000226173
1,0.007237537,0.002035557,0,0,0,0,0,0,0,0,0,0,0.000226173,0,0.000226173,0,0,0,0.000226173,0,0,0,0,0,0.000226173,0.000226173,0.000226173,0.000226173,0.000226173,0,0,0,0,0.000226173,0,0,0.000226173,0,0,0,0,0,0,0,0,0,0.000226173
1,0.007237537,0.002035557,0,0.000226173,0,0,0,0,0,0,0,0,0.000226173,0,0.000226173,0,0,0,0.000226173,0,0,0,0,0,0.000226173,0.000226173,0.000226173,0.000226173,0.000226173,0,0,0,0,0.000226173,0,0,0.000226173,0,0,0,0,0,0,0,0,0,0.000226173
1,0.022765614,0.012900515,0,0,0,0,0,0,0,0,0,0,0,0,0.000758854,0,0,0.000758854,0,0,0,0,0.000758854,0,0.000758854,0,0.000758854,0,0,0.000758854,0.000758854,0,0,0.000758854,0,0,0.000758854,0,0,0.000758854,0,0,0.000758854,0,0,0,0
1,0.00695204,0.004727387,0,0,0.000278082,0,0,0,0,0,0,0,0.000278082,0,0.000278082,0,0,0.000278082,0,0,0,0,0,0,0.000278082,0,0.000278082,0,0,0,0,0,0,0,0,0,0.000278082,0,0,0,0,0.000278082,0,0,0,0,0.000278082
1,0.00695204,0.004727387,0,0,0.000278082,0,0,0,0,0,0,0,0.000278082,0,0.000278082,0,0,0.000278082,0,0,0,0,0,0,0.000278082,0,0.000278082,0,0,0,0,0,0,0,0,0,0.000278082,0,0,0,0,0.000278082,0,0,0,0,0.000278082
1,0.004850979,0.001746352,0,0,0,0,0.000194039,0,0,0,0,0,0,0.000194039,0,0,0,0,0,0,0,0,0,0,0.000194039,0,0,0,0.000194039,0,0.000194039,0,0,0,0,0,0.000194039,0,0,0,0,0.000194039,0,0,0,0.000194039,0
1,0.004850979,0.001746352,0,0,0,0,0.000194039,0,0,0,0,0,0,0.000194039,0,0,0,0,0,0,0,0,0,0,0.000194039,0,0,0,0.000194039,0,0.000194039,0,0,0,0,0,0.000194039,0,0,0,0,0.000194039,0,0,0,0.000194039,0
1,0.004850979,0.001746352,0,0,0,0,0.000194039,0,0,0,0,0,0,0.000194039,0,0,0,0,0,0,0,0,0,0,0.000194039,0,0,0,0.000194039,0,0.000194039,0,0,0,0,0,0.000194039,0,0,0,0,0.000194039,0,0,0,0.000194039,0
1,0.002794411,0.001764891,0,0,0.000147074,0,0.000147074,0,0,0,0,0,0.000147074,0,0.000147074,0,0,0.000147074,0,0,0,0,0,0,0.000147074,0.000147074,0,0,0.000147074,0,0,0,0,0.000147074,0,0,0.000147074,0,0,0,0,0.000147074,0,0,0,0,0.000147074
1,0.00290688,0.001764891,0,0.000103817,0,0,0.000103817,0,0,0,0,0,0,0.000103817,0,0,0,0,0,0,0,0,0,0,0.000103817,0,0,0,0,0,0,0,0,0,0,0.000103817,0.000103817,0,0,0.000103817,0,0,0,0,0,0.000103817,0
1,0.00290688,0.001764891,0,0.000103817,0,0,0.000103817,0,0,0,0,0,0.000103817,0.000103817,0,0,0,0,0,0,0,0,0,0,0.000103817,0,0,0,0,0,0,0,0,0,0,0.000103817,0.000103817,0,0,0.000103817,0,0,0,0,0,0.000103817,0
1,0.012779395,0.006970579,0,0,0.000580882,0,0,0,0,0,0,0,0,0,0.000580882,0,0,0.000580882,0,0,0,0.000580882,0,0,0,0.000580882,0,0.000580882,0,0,0.000580882,0,0,0,0,0,0,0,0.000580882,0,0.000580882,0,0,0,0,0.000580882,0
1,0.012779395,0.006970579,0,0,0.000580882,0,0,0,0,0,0,0,0,0,0.000580882,0,0,0.000580882,0,0,0,0.000580882,0,0,0,0.000580882,0,0.000580882,0,0,0.000580882,0,0,0,0,0,0,0,0.000580882,0,0.000580882,0,0,0,0,0.000580882,0
1,0.012779395,0.006970579,0,0,0.000580882,0,0,0,0,0,0,0,0,0,0.000580882,0,0,0.000580882,0,0,0,0.000580882,0,0,0,0.000580882,0,0.000580882,0,0,0.000580882,0,0,0,0,0,0,0,0.000580882,0,0.000580882,0,0,0,0,0.000580882,0
1,0.012779395,0.006970579,0,0,0.000580882,0,0,0,0,0,0,0,0,0,0.000580882,0,0,0.000580882,0,0,0,0.000580882,0,0,0,0.000580882,0,0.000580882,0,0,0.000580882,0,0,0,0,0,0,0,0.000580882,0,0.000580882,0,0,0,0,0.000580882,0
1,0.009779821,0.00214679,0,0,0.000238532,0,0,0,0,0,0,0,0,0,0.000238532,0,0,0,0.000238532,0,0,0,0.000238532,0,0,0.000238532,0.000238532,0.000238532,0.000238532,0,0,0,0,0.000238532,0,0,0.000238532,0,0,0,0,0.000238532,0.000238532,0,0,0,0
1,0.010752489,0.006451493,0,0,0.000537624,0,0.000537624,0,0,0,0,0,0.000537624,0,0.000537624,0,0.000537624,0.000537624,0,0,0,0.000537624,0.000537624,0,0.000537624,0.000537624,0.000537624,0,0,0,0,0.000537624,0,0,0,0.000537624,0.000537624,0,0,0,0.000537624,0,0,0,0,0.000537624,0
1,0.021935077,0.009076584,0,0,0,0,0.000756382,0,0,0,0,0,0.000756382,0.000756382,0,0,0,0,0,0,0,0,0,0,0.000756382,0,0,0,0,0,0.000756382,0,0,0,0,0,0.000756382,0,0,0.000756382,0,0,0.000756382,0,0,0,0
0,0.009134672,0.002884633,0,0,0.000480772,0,0.000480772,0,0,0,0,0,0,0,0.000480772,0.000480772,0,0,0,0,0,0.000480772,0,0,0.000480772,0.000480772,0.000480772,0,0.000480772,0,0,0,0,0,0,0,0.000480772,0,0,0,0,0,0,0,0,0,0.000480772
1,0.031182218,0.00967724,0,0,0.001075249,0,0,0,0,0,0,0,0,0,0.001075249,0,0,0.001075249,0,0,0,0.001075249,0.001075249,0,0.001075249,0.001075249,0.001075249,0,0,0,0,0.001075249,0,0,0,0,0.001075249,0,0,0,0,0.001075249,0.001075249,0,0,0,0
1,0.031182218,0.00967724,0,0,0.001075249,0,0,0,0,0,0,0,0,0,0.001075249,0,0,0.001075249,0,0,0,0.001075249,0.001075249,0,0.001075249,0.001075249,0.001075249,0,0,0,0,0.001075249,0,0,0,0,0.001075249,0,0,0,0,0.001075249,0.001075249,0,0,0,0
1,0.017431391,0.003648431,0,0.000405381,0,0,0.000405381,0,0,0,0,0,0,0.000405381,0,0,0,0,0,0,0,0,0,0,0.000405381,0.000405381,0,0,0.000405381,0,0.000405381,0,0,0.000405381,0,0,0.000405381,0,0,0.000405381,0,0,0.000405381,0,0,0,0
1,0.016328952,0.004082238,0,0,0.000453582,0,0,0,0,0,0,0,0.000453582,0,0.000453582,0,0.000453582,0,0,0,0,0,0,0,0.000453582,0.000453582,0,0.000453582,0,0,0,0.000453582,0,0,0,0,0.000453582,0,0,0,0,0.000453582,0,0,0,0.000453582,0
1,0.016328952,0.004082238,0,0,0.000453582,0,0,0,0,0,0,0,0.000453582,0,0.000453582,0,0.000453582,0,0,0,0.000453582,0,0,0,0.000453582,0.000453582,0,0.000453582,0,0,0,0.000453582,0,0,0,0,0.000453582,0,0,0,0,0.000453582,0,0,0,0.000453582,0
1,0.016328952,0.004082238,0,0,0.000453582,0,0,0,0,0,0,0,0.000453582,0,0.000453582,0,0,0.000453582,0,0,0,0,0,0,0.000453582,0.000453582,0,0.000453582,0,0,0,0.000453582,0,0,0,0,0.000453582,0,0,0,0,0.000453582,0,0,0,0.000453582,0
0,0.006303183,0.001260637,0,0,0.000210106,0,0,0,0,0,0,0,0.000210106,0,0.000210106,0,0,0,0.000210106,0,0,0.000210106,0,0,0.000210106,0.000210106,0,0.000210106,0,0,0,0.000210106,0,0,0,0,0.000210106,0,0,0,0,0,0.000210106,0,0,0,0
0,0.006303183,0.001260637,0,0,0.000210106,0,0,0,0,0,0,0,0.000210106,0,0.000210106,0,0,0,0.000210106,0,0,0.000210106,0,0,0.000210106,0.000210106,0,0.000210106,0,0,0,0.000210106,0,0,0,0,0.000210106,0,0,0,0,0,0.000210106,0,0,0,0
0,0.006303183,0.001260637,0,0,0.000210106,0,0,0,0,0,0,0,0.000210106,0,0.000210106,0,0,0,0.000210106,0,0,0.000210106,0.000210106,0,0.000210106,0.000210106,0,0.000210106,0,0,0,0.000210106,0,0,0,0,0.000210106,0,0,0,0,0,0.000210106,0,0,0,0
0,0.006303183,0.001260637,0,0,0.000210106,0,0,0,0,0,0,0,0.000210106,0,0.000210106,0,0,0,0.000210106,0,0,0.000210106,0,0,0.000210106,0.000210106,0,0.000210106,0,0,0,0.000210106,0,0,0,0,0.000210106,0,0,0,0,0,0.000210106,0,0,0,0
0,0.006303183,0.001260637,0,0,0.000210106,0,0,0,0,0,0,0,0.000210106,0,0.000210106,0,0,0,0.000210106,0,0,0.000210106,0,0,0.000210106,0.000210106,0,0.000210106,0,0,0,0.000210106,0,0,0,0,0.000210106,0,0,0,0,0,0.000210106,0,0,0,0
0,0.006303183,0.001260637,0,0,0.000210106,0,0,0,0,0,0,0,0.000210106,0,0.000210106,0,0,0,0.000210106,0,0,0.000210106,0,0,0.000210106,0.000210106,0,0.000210106,0,0,0,0.000210106,0,0,0,0,0.000210106,0,0,0,0,0,0.000210106,0,0,0,0
0,0.006303183,0.001260637,0,0,0.000210106,0,0,0,0,0,0,0,0.000210106,0,0.000210106,0,0,0,0.000210106,0,0,0.000210106,0,0,0.000210106,0.000210106,0,0.000210106,0,0,0,0.000210106,0,0,0,0,0.000210106,0,0,0,0,0,0.000210106,0,0,0,0
0,0.006303183,0.001260637,0,0,0.000210106,0,0,0,0,0,0,0,0.000210106,0,0.000210106,0,0,0,0.000210106,0,0,0.000210106,0.000210106,0,0.000210106,0.000210106,0,0.000210106,0,0,0,0.000210106,0,0,0,0,0.000210106,0,0,0,0,0,0.000210106,0,0,0,0
0,0.006303183,0.001260637,0,0,0.000210106,0,0,0,0,0,0,0,0.000210106,0,0.000210106,0,0,0,0.000210106,0,0,0.000210106,0,0,0.000210106,0.000210106,0,0.000210106,0,0,0,0.000210106,0,0,0,0,0.000210106,0,0,0,0,0,0.000210106,0,0,0,0
0,0.006303183,0.001260637,0,0,0.000210106,0,0,0,0,0,0,0,0.000210106,0,0.000210106,0,0,0,0.000210106,0,0,0.000210106,0,0,0.000210106,0.000210106,0,0.000210106,0,0,0,0.000210106,0,0,0,0,0.000210106,0,0,0,0,0,0.000210106,0,0,0,0
1,0.010114755,0.005210631,0,0,0.000306508,0,0.000306508,0,0,0,0,0,0.000306508,0,0.000306508,0,0,0.000306508,0,0,0,0.000306508,0.000306508,0,0.000306508,0.000306508,0.000306508,0.000306508,0,0.000306508,0,0,0,0.000306508,0,0,0.000306508,0,0,0.000306508,0,0,0.000306508,0,0,0,0
1,0.00861435,0.003040359,0,0.000253363,0,0,0.000253363,0,0,0,0,0,0,0,0.000253363,0,0,0.000253363,0,0,0,0,0.000253363,0,0.000253363,0.000253363,0,0,0.000253363,0,0.000253363,0,0,0,0,0,0,0,0,0.000253363,0,0,0,0,0,0.000253363,0
1,0.003737417,0.000830537,0,0,0.000138423,0,0,0,0,0,0,0,0.000138423,0,0.000138423,0,0,0,0.000138423,0,0.000138423,0.000138423,0,0,0.000138423,0.000138423,0,0,0,0,0,0,0,0,0,0,0.000138423,0,0,0,0,0,0,0,0,0.000138423,0
1,0.011716505,0.003514952,0,0,0,0,0,0,0,0,0,0,0,0,0.000585825,0,0,0,0.000585825,0,0,0,0,0,0.000585825,0.000585825,0,0,0,0,0,0,0,0,0,0,0.000585825,0,0,0,0,0,0,0,0,0,0.000585825
1,0.031793997,0.003893143,0,0,0.000648857,0,0,0,0,0,0,0,0.000648857,0,0.000648857,0,0.000648857,0,0,0,0.000648857,0,0.000648857,0,0.000648857,0,0,0,0,0,0.000648857,0,0,0,0,0,0.000648857,0,0,0,0,0,0,0,0,0.000648857,0
1,0.009370732,0.004685366,0,0,0.00027561,0,0,0,0,0,0,0,0.00027561,0.00027561,0,0,0,0,0,0,0,0,0,0,0.00027561,0.00027561,0.00027561,0,0,0,0,0,0.00027561,0.00027561,0,0,0,0,0.00027561,0,0,0.00027561,0,0,0,0.00027561,0
1,0.009370732,0.004685366,0,0,0.00027561,0,0,0,0,0,0,0,0.00027561,0.00027561,0,0,0,0,0,0,0,0,0,0,0.00027561,0.00027561,0.00027561,0,0,0,0,0,0.00027561,0.00027561,0,0,0,0,0.00027561,0,0,0.00027561,0,0,0,0.00027561,0
1,0.014015313,0.008824456,0,0,0,0,0.000519086,0,0,0,0,0,0,0.000519086,0,0,0,0,0,0,0,0.000519086,0,0,0.000519086,0.000519086,0.000519086,0,0,0,0,0.000519086,0,0,0.000519086,0,0,0.000519086,0,0,0.000519086,0,0.000519086,0,0,0,0
1,0.126441853,0.01928774,0.002143082,0,0,0,0,0,0,0,0,0,0,0.002143082,0,0,0,0,0,0,0,0,0,0,0.002143082,0,0,0,0,0.002143082,0,0,0.002143082,0,0,0,0.002143082,0,0,0.002143082,0,0,0.002143082,0,0,0,0
1,0.021406104,0,0,0,0,0,0,0,0,0,0,0,0.000535153,0,0.000535153,0,0,0,0.000535153,0,0,0.000535153,0.000535153,0,0.000535153,0,0,0,0,0,0,0.000535153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000535153,0
1,0.011506399,0.0027252,0,0.0003028,0,0,0.0003028,0,0,0,0,0,0,0,0.0003028,0,0,0.0003028,0,0,0,0.0003028,0,0,0.0003028,0,0,0,0,0,0,0,0.0003028,0,0,0,0.0003028,0,0,0,0,0.0003028,0,0,0,0.0003028,0
1,0.011506399,0.0027252,0,0.0003028,0,0,0,0,0,0,0,0,0.0003028,0,0.0003028,0,0,0.0003028,0,0,0,0,0,0,0.0003028,0,0,0,0,0,0,0,0.0003028,0,0,0,0.0003028,0,0,0,0,0.0003028,0,0,0,0.0003028,0
1,0.011506399,0.0027252,0,0,0,0,0,0,0,0,0,0,0.0003028,0,0.0003028,0,0,0.0003028,0,0,0,0,0,0,0.0003028,0,0,0,0,0,0,0,0.0003028,0,0,0,0.0003028,0,0,0,0,0.0003028,0,0,0,0.0003028,0
1,0.011506399,0.0027252,0,0.0003028,0,0,0,0,0,0,0,0,0.0003028,0,0.0003028,0,0,0.0003028,0,0,0,0,0,0,0.0003028,0,0,0,0,0,0,0,0.0003028,0,0,0,0.0003028,0,0,0,0,0.0003028,0,0,0,0.0003028,0
1,0.011506399,0.0027252,0,0.0003028,0,0,0.0003028,0,0,0,0,0,0,0,0.0003028,0,0,0.0003028,0,0,0,0.0003028,0,0,0.0003028,0,0,0,0,0,0,0,0.0003028,0,0,0,0.0003028,0,0,0,0,0.0003028,0,0,0,0.0003028,0
1,0.011506399,0.0027252,0,0,0,0,0,0,0,0,0,0,0.0003028,0,0.0003028,0,0,0.0003028,0,0,0,0.0003028,0,0,0.0003028,0,0,0,0,0,0,0,0.0003028,0,0,0,0.0003028,0,0,0,0,0.0003028,0,0,0,0.0003028,0
1,0.013046353,0.002249371,0,0,0,0,0,0,0,0,0,0,0.000224937,0,0.000224937,0,0,0,0.000224937,0,0,0,0,0,0.000224937,0,0,0,0.000224937,0,0,0,0.000224937,0,0,0,0,0,0.000224937,0.000224937,0,0,0.000224937,0,0,0,0
1,0.006973051,0.003218331,0,0,0,0,0,0,0,0,0,0,0.000268194,0,0.000268194,0.000268194,0,0,0,0,0,0,0,0,0.000268194,0,0,0,0,0,0,0,0.000268194,0.000268194,0,0,0.000268194,0,0,0.000268194,0,0,0.000268194,0,0,0,0
1,0.004894236,0.004160101,0,0.000244712,0,0,0,0,0,0,0,0,0.000244712,0,0.000244712,0,0,0,0.000244712,0,0,0.000244712,0,0,0.000244712,0.000244712,0,0,0.000244712,0,0,0.000244712,0,0.000244712,0,0,0.000244712,0,0,0.000244712,0,0,0,0,0,0,0.000244712
1,0.004894236,0.004160101,0,0.000244712,0,0,0,0,0,0,0,0,0,0,0.000244712,0,0,0,0.000244712,0,0,0,0,0,0.000244712,0.000244712,0,0,0.000244712,0,0,0.000244712,0,0.000244712,0,0,0.000244712,0,0,0.000244712,0,0,0,0,0,0,0.000244712
1,0.036761153,0.008483343,0,0,0,0,0.000706945,0,0,0,0,0,0,0.000706945,0,0,0,0,0,0,0,0.000706945,0,0,0.000706945,0.000706945,0,0,0,0,0,0,0.000706945,0.000706945,0,0,0.000706945,0,0,0.000706945,0,0,0,0,0,0.000706945,0
